title,article_url,date,time,section,excerpt,author
«Φωτιά κόλαση» – Τα διεθνή ΜΜΕ για την πυρκαγιά στην Αττική,https://www.kathimerini.gr/society/563169778/fotia-kolasi-ta-diethni-mme-gia-tin-pyrkagia-stin-attiki/,2024-08-12,,ΚΟΙΝΩΝΙΑ,"Πώς καλύπτουν τα διεθνή ΜΜΕ τη μεγάλη φωτιά στην Αττική: Ρεπορτάζ, φωτορεπορτάζ και live-blogging.",
Πυρκαγιές: Τα πλοία θα δένουν στο λιμάνι του Λαυρίου αντί της Ραφήνας,https://www.kathimerini.gr/society/563169550/pyrkagies-ta-ploia-tha-denoyn-sto-limani-toy-layrioy-anti-tis-rafinas/,2024-08-12,,ΚΟΙΝΩΝΙΑ,Εξαιτίας της δασικής πυρκαγιάς που βρίσκεται σε εξέλιξη στη Βορειοανατολική Αττική,
Φωτιά στον Βαρνάβα – Meteo: Σε απόσταση μεγαλύτερη των 300 χιλιομέτρων η μεταφορά του καπνού,https://www.kathimerini.gr/society/563169331/fotia-ston-varnava-meteo-se-apostasi-megalyteri-ton-300-chiliometron-i-metafora-toy-kapnoy/,2024-08-12,,ΚΟΙΝΩΝΙΑ,Σε δορυφορική εικόνα είναι εμφανής και η διασπορά του καπνού από τη φωτιά στο Μενοίκιον Ορος του νομού Σερρών.,
Βαθρακογιάννης στην «Κ»: «Οι τρεις γραμμές άμυνας» για την ανάσχεση της πυρκαγιάς,https://www.kathimerini.gr/society/563169166/vathrakogiannis-stin-k-oi-treis-grammes-amynas-gia-tin-anaschesi-tis-pyrkagias/,2024-08-11,,ΚΟΙΝΩΝΙΑ,Πώς αναμένεται να πνέουν οι άνεμοι κατά τη διάρκεια της νύχτας -Τα χαρακτηριστικά της περιοχής που καίγεται.,
Διυπουργική σύσκεψη για τον κίνδυνο εκδήλωσης πυρκαγιών – Τι αποφασίστηκε,https://www.kathimerini.gr/society/563168584/diypoyrgiki-syskepsi-gia-ton-kindyno-ekdilosis-pyrkagion-ti-apofasistike/,2024-08-10,,ΚΟΙΝΩΝΙΑ,"Για εκδήλωση επικίνδυνων πυρκαγιών, ακόμα και mega fires, προετοιμάζεται το υπουργείο Κλιματικής Κρίσης και Πολιτικής Προστασίας",
Η πυρκαγιά στο Ρέθυμνο «έπνιξε» τη νότια Κρήτη – Μεγάλες οι ζημιές,https://www.kathimerini.gr/society/563165356/i-pyrkagia-sto-rethymno-epnixe-ti-notia-kriti-megales-oi-zimies/,2024-08-09,,ΚΟΙΝΩΝΙΑ,"Μάχη με τις αναζωπυρώσεις έδιναν χθες οι άνδρες της Πυροσβεστικής – Καταστροφές σε δίκτυα ύδρευσης και άρδευσης, καλλιέργειες και δασικές εκτάσεις.",
Ρέθυμνο: Δεύτερο βράδυ μάχης με τις φλόγες,https://www.kathimerini.gr/society/563165098/rethymno-deytero-vrady-machis-me-tis-floges/,2024-08-08,,ΚΟΙΝΩΝΙΑ,"«Η γεωμορφολογία της περιοχής δεν μας βοηθά», ανέφερε στέλεχος της Πυροσβεστικής. Στο μέτωπο επιχειρούν 290 πυροσβέστες με 20 ομάδες πεζοπόρων τμημάτων και 54 οχήματα.",
Μάχη με αναζωπυρώσεις και ανέμους στο Ρέθυμνο – Μπαράζ «112» για εκκενώσεις οικισμών,https://www.kathimerini.gr/society/563164684/mainetai-i-fotia-sto-rethymno-112-gia-ekkenosi-dyo-oikismon/,2024-08-08,,ΚΟΙΝΩΝΙΑ,"Επιχειρούν 250 πυροσβέστες με 14 ομάδες δασοκομάντος, 54 οχήματα και εθελοντές, ενώ από αέρος συνδράμουν 13 αεροσκάφη και 9 ελικόπτερα.",
Κοπέρνικος: Το 2024 θα είναι πιθανόν η πιο θερμή χρονιά στα χρονικά,https://www.kathimerini.gr/world/563164303/kopernikos-to-2024-tha-einai-pithanon-i-pio-thermi-chronia-sta-chronika/,2024-08-08,,ΚΟΣΜΟΣ,"«Ο κόσμος οδεύει προς το να γίνει υπερβολικά καυτός», προειδοποίησε η Σελέστε Σάουλο, αντιπρόεδρος του Παγκόσμιου Μετεωρολογικού Οργανισμού (ΠΜΟ).",
ΕΛΕΤΑΕΝ: Τα αιολικά πάρκα συμβάλλουν στην προστασία δασών,https://www.kathimerini.gr/economy/563164231/eletaen-ta-aiolika-parka-symvalloyn-stin-prostasia-dason/,2024-08-08,,ΕΛΛΗΝΙΚΗ ΟΙΚΟΝΟΜΙΑ,Τι επισημαίνει η Ελληνική Επιστημονική Ενωση Αιολικής Ενέργειας με αφορμή την πυρκαγιά στο Σοφικό Κορινθίας.,
Από τις 20 Αυγούστου έως τις 28 Φεβρουαρίου η κυνηγετική περίοδος,https://www.kathimerini.gr/society/563161411/apo-tis-20-aygoystoy-eos-tis-28-fevroyarioy-i-kynigetiki-periodos/,2024-08-06,,ΚΟΙΝΩΝΙΑ,"Σύμφωνα με το ΥΠΕΝ, στην Υπουργική Απόφαση περιγράφονται, αναλυτικά, τα επιτρεπόμενα να κυνηγηθούν είδη, η χρονική περίοδος και οι μέρες κυνηγίου, καθώς και ο μέγιστος αριθμός θηραμάτων κατά είδος, που επιτρέπεται να θηρεύει κάθε κυνηγός στην ημερήσια έξοδό του.",
Φωτιά τώρα: Δασικές πυρκαγιές σε Δράμα και Φλώρινα,https://www.kathimerini.gr/society/563160241/fotia-tora-dasikes-pyrkagies-se-drama-kai-florina/,2024-08-05,,ΚΟΙΝΩΝΙΑ,Τις επιχειρήσεις κατάσβεσης συνδράμουν και εναέρια μέσα.,
Η κλιματική κρίση «φουντώνει» τις πυρκαγιές πάνω από τα 1.000 μέτρα,https://www.kathimerini.gr/life/environment/563160166/i-klimatiki-krisi-foyntonei-tis-pyrkagies-pano-apo-ta-1-000-metra/,2024-08-07,,ΠΕΡΙΒΑΛΛΟΝ,"Πώς οι φωτιές σε μεγάλα υψόμετρα, από ένα συνηθισμένο και σχετικά ανώδυνο φαινόμενο πριν από λίγα χρόνια, γίνονται ολοένα και πιο «επιθετικές», προβληματίζοντας δασολόγους, πυρομετεωρολόγους και πυροσβεστικές δυνάμεις.",
Υπό μερικό έλεγχο οι πυρκαγιές σε Θέρμη και Σκούρτα Βοιωτίας,https://www.kathimerini.gr/society/563159656/ypo-meriko-elegcho-oi-pyrkagies-se-thermi-kai-skoyrta-voiotias/,2024-08-04,,ΚΟΙΝΩΝΙΑ,Υπό μερικό έλεγχο τέθηκαν οι πυρκαγιές που ξέσπασαν σήμερα Κυριακή σε δασική έκταση στα Σκούρτα Βοιωτίας και στη Θέρμη Θεσσαλονίκης.,
Εύβοια: Πάνω από 9.700 στρέμματα κάηκαν στον Πισσώνα,https://www.kathimerini.gr/society/563159272/eyvoia-pano-apo-9-700-stremmata-kaikan-ston-pissona/,2024-08-03,,ΚΟΙΝΩΝΙΑ,Η πρώτη ανάλυση των δεδομένων από το ευρωπαϊκό σύστημα Copernicus.,
Πυρκαγιά στην Καλιφόρνια: «Μέχρι και ο όρος megafire είναι “λίγος”»,https://www.kathimerini.gr/world/563153134/pyrkagia-stin-kalifornia-mechri-kai-o-oros-megafire-einai-ligos/,2024-07-31,,ΚΟΣΜΟΣ,"Επιστήμονες από την Ελλάδα και τις ΗΠΑ μιλούν στην «Κ» για την έναρξη, την εξάπλωση και το μέλλον της καταστροφικής και ανεξέλεγκτης πυρκαγιάς που κατακαίει την Καλιφόρνια για ακόμα μία χρονιά, ενώ παράλληλα προβαίνουν σε συγκρίσεις με τις πυρκαγιές στη χώρα μας.",
Φωτιά τώρα – Εύβοια: Μάχη με τις φλόγες στον Πισσώνα – Εκκενώνονται οικισμοί,https://www.kathimerini.gr/society/563153017/fotia-tora-eyvoia-machi-me-tis-floges-ston-pissona-ekkenothike-oikismos/,2024-07-31,,ΚΟΙΝΩΝΙΑ,Ισχυρές επίγειες και εναέριες πυροσβεστικές δυνάμεις επιχειρούν στην περιοχή για να οριοθετήσουν το μέτωπο.,
Φωτιά στη νότια Εύβοια: «Καμία έκρηξη ανεμογεννήτριας»,https://www.kathimerini.gr/society/563151265/fotia-sti-notia-eyvoia-kamia-ekrixi-anemogennitrias/,2024-07-30,,ΚΟΙΝΩΝΙΑ,"«Ουδεμία ανεμογεννήτρια εξερράγη, ουδεμία ανεμογεννήτρια κάηκε και ουδεμία σχέση υπήρξε ανάμεσα στις ανεμογεννήτριες της περιοχής και την πρόκληση της πυρκαγιάς», τονίζει η Ελληνική Επιστημονική Ενωση Αιολικής Ενέργειας.",
"Ε. Λέκκας: Η λειψυδρία δεν θα είναι παροδική, χρειάζεται εθνικό σχέδιο",https://www.kathimerini.gr/life/environment/563151187/e-lekkas-i-leipsydria-den-tha-einai-parodiki-chreiazetai-ethniko-schedio/,2024-07-30,,ΠΕΡΙΒΑΛΛΟΝ,"Τα νησιά «για πολλούς και διάφορους λόγους», η Πελοπόννησος, η ηπειρωτική χώρα, η Στερεά και ορισμένες περιοχές της Μακεδονίας έχουν το εντονότερο πρόβλημα, σύμφωνα με τον καθηγητή.",
Φωτιά: Δύσκολη νύχτα στην Εύβοια – Μάχη με ισχυρούς ανέμους,https://www.kathimerini.gr/society/563149459/fotia-tora-eyvoia-ichise-112-gia-toys-katoikoys-stis-petries/,2024-07-29,,ΚΟΙΝΩΝΙΑ,Το μέτωπο εντοπίζεται μεταξύ τριών οικισμών. Ενας πυροσβέστης τραυματίστηκε. Στην περιοχή επιχειρούν 205 πυροσβέστες και 56 οχήματα.,
Μαίνεται η μεγάλη πυρκαγιά στην Καλιφόρνια – 4.000 πολίτες έχουν εγκαταλείψει τα σπίτια τους,https://www.kathimerini.gr/world/563147860/mainetai-i-megali-pyrkagia-stin-kalifornia-pano-apo-4-000-polites-echoyn-egkataleipsei-ta-spitia-toys/,2024-07-27,,ΚΟΣΜΟΣ,"Περίπου 4.000 άνθρωποι αναγκάστηκαν να απομακρυνθούν από τα σπίτια τους στην Καλιφόρνια λόγω μεγάλης πυρκαγιάς που εξακολουθεί να μαίνεται, παρά την επέμβαση 1.700 πυροσβεστών, προκαλώντας ανησυχίες στις αρχές. Από την Τετάρτη το απόγευμα που ξέσπασε στο βόρειο τμήμα της Καλιφόρνιας, η πυρκαγιά που ονομάστηκε «Park Fire» είχε κάψει ως χθες πάνω από 720 τετραγωνικά χιλιόμετρα […]",
Τεράστιες πυρκαγιές σε Καλιφόρνια και Καναδά πλήττουν κατοικημένες περιοχές (εικόνες),https://www.kathimerini.gr/world/563144821/terasties-pyrkagies-se-kalifornia-kai-kanada-plittoyn-katoikimenes-perioches-eikones/,2024-07-26,,ΚΟΣΜΟΣ,Χιλιάδες άνθρωποι εγκαταλείπουν τις εστίες τους λόγω της πολύ μεγάλης φωτιάς στην Καλιφόρνια.,
Outliers Podcast #2: Δημήτρης Κώττας | Lambda Automata,https://www.kathimerini.gr/visual/podcasts/563142040/outliers-podcast-2-dimitris-kottas-lambda-automata/,2024-07-25,,PODCASTS,"Καλωσορίσατε στην πέμπτη σεζόν και το δεύτερο επεισόδιο των Outliers, της σειράς podcast της Endeavor Greece που φιλοξενείται στα γραφεία μας. Εδώ ανακαλύπτουμε ιστορίες ανθρώπων που διαμορφώνουν το μέλλον, και επαναπροσδιορίζουν την επιχειρηματικότητα.",
Δράμα: Για έκτη ημέρα καίει η φωτιά στο Φαλακρό – Ενισχύθηκαν οι δυνάμεις,https://www.kathimerini.gr/society/563137564/drama-gia-pempti-imera-kaiei-i-fotia-sto-falakro-enischythikan-oi-dynameis/,2024-07-22,,ΚΟΙΝΩΝΙΑ,"Η φωτιά, που επεκτάθηκε γρήγορα λόγω των ισχυρών ανέμων, ξεκίνησε από δύο κεραυνούς.",
"Φωτιά τώρα – Αττική, Αρκαδία, Πέλλα: Μάχη με τα πύρινα μέτωπα",https://www.kathimerini.gr/society/563134156/fotia-tora-metopa-se-attiki-rodopi-kai-arkadia/,2024-07-19,,ΚΟΙΝΩΝΙΑ,"Διάσπαρτες εστίες στα Βίλια, μαίνεται η φωτιά σε Πέλλα και Αρκαδία.",
Φωτιά στις Ερυθρές Αττικής – Επιχειρούν και εναέρια μέσα,https://www.kathimerini.gr/society/563133925/se-exelixi-fotia-se-dasikes-ektaseis-attikis-kai-arkadias/,2024-07-19,,ΚΟΙΝΩΝΙΑ,"Δύο πυρκαγιές σε δασικές εκτάσεις βρίσκονται σε εξέλιξη σε Αττική και Αρκαδία.  Συγκεκριμένα, σύμφωνα με την Πυροσβεστική, ισχυρές δυνάμεις επιχειρούν για την κατάσβεση φωτιάς που έχει ξεσπάσει στις Ερυθρές Αττικής. Η φωτιά εκδηλώθηκε λίγο μετά τις 13.00 και για την κατάσβεσή της έχουν κινητοποιηθεί 81 πυροσβέστες με 4 ομάδες πεζοπόρων τμημάτων, 19 οχήματα, 2 αεροσκάφη […]",
Θεσσαλονίκη: Παρέμβαση εισαγγελέα για ύποπτες συσκευασίες στον Δήμο Θέρμης,https://www.kathimerini.gr/society/563132245/thessaloniki-paremvasi-eisaggelea-gia-ypoptes-syskeyasies-poy-entopistikan-sto-dimo-thermis/,2024-07-18,,ΚΟΙΝΩΝΙΑ,Παραγγέλθηκε η διεξαγωγή ποινικής έρευνας για να διαπιστωθεί εάν στοιχειοθετείται η τέλεση μίας σειράς αδικημάτων.,
Πυρκαγιές: Η ελληνική πρωτιά στις καμένες εκτάσεις Natura2000,https://www.kathimerini.gr/society/563130847/pyrkagies-i-elliniki-protia-stis-kamenes-ektaseis-natura2000/,2024-07-17,,SPONSORED,"Σύμφωνα με τα στοιχεία της Κομισιόν για 23 χώρες, πέρσι η χώρα μας ήταν στην κορυφή της λίστας με τις καμένες εκτάσεις, παρ’ ότι σε πλήθος πυρκαγιών ήταν στην 5η θέση. Οι μαύρες τρύπες στην Πολιτική Προστασία.",
Ο καύσωνας «στέγνωσε» λίμνη στη Σερβία και προκάλεσε πυρκαγιές στα Βαλκάνια,https://www.kathimerini.gr/world/563130496/o-kaysonas-stegnose-limni-sti-servia-kai-prokalese-pyrkagies-sta-valkania/,2024-07-17,,ΚΟΣΜΟΣ,"«Αυτή τη στιγμή βρισκόμαστε εν μέσω ενός ακραίου καιρικού φαινομένου, ενός καύσωνα που χαρακτηρίζεται για τη διάρκεια και την έντασή του», δήλωσε στο Reuters ο Βλαντιμίρ Τζούρτζεβιτς, μετεωρολόγος με έδρα το Βελιγράδι.",
Οι καύσωνες και το τουριστικό θαύμα της Αθήνας,https://www.kathimerini.gr/society/563124685/oi-kaysones-kai-to-toyristiko-thayma-tis-athinas/,2024-07-14,,ΚΟΙΝΩΝΙΑ,"Η κλιματική αλλαγή και η παρατεταμένη ζέστη μπορούν σε βάθος χρόνου να προκαλέσουν μετατόπιση της «υψηλής περιόδου», εάν παγιωθεί η εικόνα για τις πολύ υψηλές θερμοκρασίες κατά τους θερινούς μήνες.",
Αν παίρναμε (ξανά) τα βουνά;,https://www.kathimerini.gr/opinion/563124154/an-pairname-xana-ta-voyna/,2024-07-13,,ΑΠΟΨΕΙΣ,"Μέχρι τα τέλη της δεκαετίας του ’50 η έννοια της «εξοχής» ήταν άρρηκτα συνδεδεμένη με το βουνό, το «χωριό» και γενικά με τόπους που σε προστάτευαν από τη ζέστη και τον δυνατό ήλιο. Εκατομμύρια Ελληνες της γενιάς της Κατοχής περνούσαν τα καλοκαίρια τους (αν ήταν αρκετά τυχεροί) στη δροσιά ηπειρωτικών προορισμών σε κάποιο υψόμετρο έτσι […]",
"Ελληνοαμερικανοί στην Κασσιόπη, πωλήσεις – ρεκόρ για Πλαίσιο",https://www.kathimerini.gr/columns/563121868/ellinoamerikanoi-stin-kassiopi-poliseis-rekor-gia-plaisio/,2024-07-12,,ΣΤΗΛΕΣ,Στο μικροσκόπιο αποχαρακτηρισμοί δασικών εκτάσεων,
Ρωσία: Στις φλόγες πάνω από 10 εκατ. στρέμματα δασικών εκτάσεων,https://www.kathimerini.gr/world/563120989/rosia-stis-floges-pano-apo-10-ekat-stremmata-dasikon-ektaseon/,2024-07-11,,ΚΟΣΜΟΣ,"Γιγαντιαίες δασικές πυρκαγιές ρημάζουν κάθε χρόνο πελώριες δασικές εκτάσεις στη Ρωσία, συχνά σε απομακρυσμένες και αραιοκατοικημένες περιοχές, απειλούν ωστόσο σε κάποιες περιπτώσεις και κατοικημένες ζώνες.",
Αλβανία: Tέσσερα ελληνικά αεροσκάφη βοήθησαν στην κατάσβεση μεγάλης πυρκαγιάς,https://www.kathimerini.gr/world/563119858/alvania-tessera-ellinika-aeroskafi-voithisan-stin-katasvesi-megalis-pyrkagias/,2024-07-10,,ΚΟΣΜΟΣ,Ολοκλήρωσαν την αποστολή τους και επέστρεψαν στην Ελλάδα.,
Καθυστέρηση χιονόπτωσης και οικονομική ύφεση,https://www.kathimerini.gr/economy/563118814/kathysterisi-chionoptosis-kai-oikonomiki-yfesi/,2024-07-10,,ΟΙΚΟΝΟΜΙΑ,Η καταπολέμηση της κλιματικής αλλαγής απαιτεί ανακατανομή των πόρων από πλούσιους σε φτωχούς.,
Αλβανία: Μεγάλη φωτιά κοντά στα σύνορα με την Ελλάδα,https://www.kathimerini.gr/society/563117059/alvania-megali-fotia-konta-sta-synora-me-tin-ellada/,2024-07-09,,ΚΟΙΝΩΝΙΑ,Η εστία της πυρκαγιάς βρίσκεται λίγα χιλιόμετρα νότια της τουριστικής πόλης του Αργυροκάστρου.,
Η 24ωρη βάρδια των drones της πυρόσβεσης,https://www.kathimerini.gr/society/563113255/i-24ori-vardia-ton-drones-tis-pyrosvesis/,2024-07-08,,ΚΟΙΝΩΝΙΑ,Ξενάγηση της «Κ» στη βάση Μαρκοπούλου.,
Στη φυλακή για πυρκαγιά από αμέλεια – Χωρίς αναστολή οι ποινές,https://www.kathimerini.gr/society/563112418/sti-fylaki-gia-pyrkagia-apo-ameleia-choris-anastoli-oi-poines/,2024-07-06,,ΚΟΙΝΩΝΙΑ,"Η δίκη για την πυρκαγιά στη Χίο – Δίχως αναστολή η ποινή για τον 63χρονο, που βασίστηκε στο νέο νομοθετικό πλαίσιο.",
30 ημέρες στα πύρινα μέτωπα – Ο δύσκολος Ιούνιος των εθελοντών,https://www.kathimerini.gr/society/reportaz/563111743/30-imeres-sta-pyrina-metopa-o-dyskolos-ioynios-ton-ethelonton/,2024-07-05,,ΡΕΠΟΡΤΑΖ,"Δύο εθελοντές πυροσβέστες που βίωσαν από πρώτο χέρι την κατάσταση στο πεδίο, μιλούν στην «Κ» για τον δύσκολο φετινό Ιούνιο που έπεσε βαρύς στους ώμους τους, προκαλώντας ανησυχία για το υπόλοιπο του καλοκαιριού.",
Αρνητικό ρεκόρ καμένων εκτάσεων μέσα στον Ιούνιο,https://www.kathimerini.gr/society/563110534/arnitiko-rekor-kamenon-ektaseon-mesa-ston-ioynio/,2024-07-05,,ΚΟΙΝΩΝΙΑ,"Κάηκαν πέντε φορές περισσότερα στρέμματα από τον μέσο όρο της περιόδου 2010-2024, σύμφωνα με τους ερευνητές του Αστεροσκοπείου Αθηνών.",
"Φωτιά στα Γλυκά Νερά: «Αναλαμβάνουμε τις ευθύνες μας», λέει η εταιρεία κατασκευής του drone",https://www.kathimerini.gr/society/563110333/fotia-sta-glyka-nera-analamvanoyme-tis-eythynes-mas-leei-i-etaireia-kataskeyis-toy-drone/,2024-07-05,,ΚΟΙΝΩΝΙΑ,"«Το προσωπικό της εταιρείας, αμέσως μετά την πτώση του drone, παρατήρησε ανάφλεξη από την αποσπασθείσα μπαταρία, η οποία προσέκρουσε στο έδαφος, προκαλώντας σπινθήρα και ανάφλεξη σε χαμηλά χόρτα», σημειώνεται μεταξύ άλλων στην ανακοίνωση.",
Χίος: Ποινή φυλάκισης σε 63χρονο για τη φωτιά στη Σιδηρούντα,https://www.kathimerini.gr/society/563110054/chios-poini-fylakisis-se-63chrono-gia-ti-fotia-sti-sidiroynta/,2024-07-04,,ΚΟΙΝΩΝΙΑ,Κρίθηκε ένοχος για πρόκληση πυρκαγιάς από αμέλεια και καταδικάστηκε σε τρία χρόνια φυλάκισης. Σε βάρος του επιβλήθηκε πρόστιμο ύψους 10.000 ευρώ.,
«Ο υδραυλικός του δήμου είναι και υπεύθυνος πολιτικής προστασίας»,https://www.kathimerini.gr/society/563109838/o-ydraylikos-toy-dimoy-einai-kai-ypeythynos-politikis-prostasia/,2024-07-04,,ΚΟΙΝΩΝΙΑ,Το WWF Ελλάς αναλύει τις παθογένειες που οδηγούν σε έλλειψη σχεδιασμού για την πρόληψη δασικών πυρκαγιών σε τοπικό επίπεδο και παρουσιάζει τα πιλοτικά έργα σε Καλαμάτα και τον Κίσσαμο Χανίων.,
Καταιγίδες στην Αττική – Live η πορεία της κακοκαιρίας,https://www.kathimerini.gr/society/563109694/kataigides-stin-attiki-live-i-poreia-tis-kakokairias/,2024-07-04,,ΚΟΙΝΩΝΙΑ,"Εντονα καιρικά φαινόμενα πλήττουν από το μεσημέρι περιοχές της Αττικής. Από την κακοκαιρία, έχουν επηρεαστεί κυρίως τα βόρεια και ανατολικά τμήματα.",
"Κακοκαιρία: Η βροχή έφερε προβλήματα – Εγκλωβισμοί οδηγών, πεσμένα δέντρα",https://www.kathimerini.gr/society/563109616/kakokairia-i-vrochi-efere-provlimata-egklovismoi-odigon-pesmena-dentra/,2024-07-04,,ΚΟΙΝΩΝΙΑ,"Σειρά προβλημάτων έχει προκαλέσει το κύμα κακοκαιρίας. Στη λεωφόρο Ερυθραίας, κοντά σε υπόγεια διάβαση, εγκλωβίστηκε οδηγός στο όχημά του. Επιτόπου σπεύδει η Πυροσβεστική.",
"Φωτιές από κεραυνούς σε Διόνυσο, Μαραθώνα και Χαλάνδρι",https://www.kathimerini.gr/society/563109562/foties-apo-keraynoys-se-dionyso-marathona-kai-chalandri/,2024-07-04,,ΚΟΙΝΩΝΙΑ,"Λόγω έντονης κεραυνικής δραστηριότητας σε Διόνυσο, Μαραθώνα και Χαλάνδρι εκδηλώθηκαν διαφορετικές εστίες πυρκαγιάς σε δασικές εκτάσεις. Κινητοποιήθηκαν επίγειες και εναέριες δυνάμεις.",
Κακοκαιρία: Ηχησε το «112» στην Αττική,https://www.kathimerini.gr/society/563109448/kakokairia-ichise-to-112-stin-attiki/,2024-07-04,,ΚΟΙΝΩΝΙΑ,"Η Πολιτική Προστασία καλεί τους πολίτες της Αττικής να περιορίσουν τις μετακινήσεις τους από το μεσημέρι σήμερα έως και τις πρώτες βραδινές ώρες, λόγω ισχυρών βροχών και καταιγίδων που αναμένονται στο λεκανοπέδιο.",
Λειψυδρία: Ούτε σταγόνα βροχής στην Αθήνα τον Ιούνιο,https://www.kathimerini.gr/society/563108608/leipsydria-oyte-stagona-vrochis-stin-athina-ton-ioynio/,2024-07-04,,ΚΟΙΝΩΝΙΑ,"Ακραία ξηρός μήνας ήταν ο Ιούνιος για πολλές περιοχές της Ελλάδας, ενώ η γενικότερη ανομβρία των τελευταίων δύο χρόνων έχει δημιουργήσει έλλειμμα 250 εκατ. κυβικών μέτρων στα αποθέματα νερού της Αττικής.",
Γλυκά Νερά: Η στιγμή έναρξης της πυρκαγιάς – Συνελήφθη ο χειριστής του drone,https://www.kathimerini.gr/society/563108386/glyka-nera-i-stigmi-enarxis-tis-pyrkagias-synelifthi-o-cheiristis-toy-drone/,2024-07-03,,ΚΟΙΝΩΝΙΑ,"Αυτόπτης μάρτυρας σε φυλάκιο, είχε περιγράψει ότι η πυρκαγιά είχε προκληθεί ύστερα από πτώση drone βαρέος τύπου στους πρόποδες του Υμηττού.",
Οι πυρκαγιές πληγώνουν τα ανοχύρωτα νησιά,https://www.kathimerini.gr/society/reportaz/563108098/oi-pyrkagies-pligonoyn-ta-anochyrota-nisia/,2024-07-03,,ΡΕΠΟΡΤΑΖ,"Οι πρόσφατες φωτιές στην Μήλο στην  Σέριφο ανέδειξαν το πρόβλημα υποστελέχωσης της Πυροσβεστικής σε πολλά νησιά στις Κυκλάδες και τα Δωδεκάνησα, ειδικά το καλοκαίρι που ο πληθυσμός τους πολλαπλασιάζεται και ο κίνδυνος πυρκαγιών αυξάνεται εκθετικά.",
Θάσος: Δύο πυρκαγιές ξέσπασαν από κεραυνούς – Επιχειρούν και εναέρια μέσα,https://www.kathimerini.gr/society/563107339/thasos-dyo-pyrkagies-xespasan-apo-keraynoys-epicheiroyn-kai-enaeria-mesa/,2024-07-03,,ΚΟΙΝΩΝΙΑ,Δύο ξεχωριστές εστίες σε Ντα και Σκάλα Ποταμιάς αναφέρει η Πυροσβεστική.,
Εντοπισμός πυρκαγιών μέσω τεσσάρων μικροδορυφόρων,https://www.kathimerini.gr/economy/563107126/entopismos-pyrkagion-meso-tessaron-mikrodoryforon/,2024-07-03,,ΕΠΙΧΕΙΡΗΣΕΙΣ,"Θα ανιχνεύουν τη φωτιά με θερμική απεικόνιση, ειδοποιώντας άμεσα τις Αρχές.",
Πυροσβεστική: Χωρίς ενεργό μέτωπο οι φωτιές σε Κω και Χίο – Σύλληψη και πρόστιμα στη Θεσσαλονίκη,https://www.kathimerini.gr/society/563106397/pyrosvestiki-choris-energo-metopo-oi-foties-se-ko-kai-chio-syllipsi-kai-prostima-sti-thessaloniki/,2024-07-02,,ΚΟΙΝΩΝΙΑ,"Συνολικά 36 αγροτοδασικές πυρκαγιές εκδηλώθηκαν το τελευταίο 24ωρο σε όλη τη χώρα. Ισχυρές δυνάμεις παραμένουν σε Κω και Χίο, για να περιορίσουν τυχόν αναζωπυρώσεις.",
Πυροπροστασία: Τα οικόπεδα καθάρισαν αλλά ο κίνδυνος παραμένει,https://www.kathimerini.gr/society/563106364/pyroprostasia-ta-oikopeda-katharisan-alla-o-kindynos-paramenei/,2024-07-02,,ΚΟΙΝΩΝΙΑ,Αγώνας δρόμου να μαζευτούν από τα… πεζοδρόμια τα κλαδέματα ώστε να μην αποτελέσουν «καύσιμο» για νέες πυρκαγιές.,
H Ελλάδα δημιουργεί Εθνικό Σύστημα Ανίχνευσης Δασικών Πυρκαγιών,https://www.kathimerini.gr/economy/business/563105614/h-ellada-dimioyrgei-ethniko-systima-anichneysis-dasikon-pyrkagion/,2024-07-02,,ΕΠΙΧΕΙΡΗΣΕΙΣ,Πρώτη χώρα παγκοσμίως που θα διαθέτει εθνικό δορυφορικό σύστημα εντοπισμού φωτιάς.,
Η πυριτιδαποθήκη του Ιουνίου,https://www.kathimerini.gr/life/environment/563104273/i-pyritidapothiki-toy-ioynioy/,2024-07-01,,ΠΕΡΙΒΑΛΛΟΝ,"Τον φετινό Ιούνιο καταγράφηκαν σχεδόν τριπλάσιες πυρκαγιές σε σχέση με τα προηγούμενα χρόνια. Μάλιστα, σύμφωνα με τον δείκτη της αθροιστικής δριμύτητας πυρομετεωρολογικών συνθηκών, την Κυριακή 30 του μηνός σημειώθηκε η υψηλότερη τιμή των τελευταίων 44 ετών.",
Σιβηρία: Σε κατάσταση έκτακτης ανάγκης δύο περιοχές λόγω πυρκαγιών,https://www.kathimerini.gr/world/563104189/siviria-se-katastasi-ektaktis-anagkis-dyo-perioches-logo-pyrkagion/,2024-07-01,,ΚΟΣΜΟΣ,Η έντονη ζέστη έχει ευνοήσει την εξάπλωση δασικών πυρκαγιών.,
Μητσοτάκης στο υπουργικό: «Τα δύσκολα είναι μπροστά μας» με τις φωτιές,https://www.kathimerini.gr/politics/563103838/mitsotakis-sto-ypoyrgiko-ta-dyskola-einai-mprosta-mas-me-tis-foties/,2024-07-01,,ΚΥΒΕΡΝΗΣΗ,"«Το κράτος είναι παρόν σε εκατοντάδες εστίες σε όλη την επικράτεια», είπε ο Κυριάκος Μητσοτάκης στην αρχική του εισήγηση στο υπουργικό συμβούλιο.",
